image_id,filename,path,category,domain_label,is_hard_sample,source,group_id,sha256,notes,split
v2_astro_gz2_166633,v2_astro_gz2_166633.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_166633.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_166633,7f4476339f0afbc0272976555882e1dc13265ecbaf189f359f16731cb6d43695,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_133567,v2_astro_gz2_133567.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_133567.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_133567,6cef74cff26914466ec40a75d666c38fb8f2637a811903e18d4178960c97e907,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_253679,v2_astro_gz2_253679.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_253679.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_253679,97edfb46f9bd679b4ba5eec65712b8b2d128500df5624e45d9338d3f06b88081,Real SDSS galaxy observation cutout (morphology: OTHER),TEST
v2_astro_gz2_55886,v2_astro_gz2_55886.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_55886.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_55886,dd6299a1e7414e6ea2d2a696eb6d8c290a8fb28f7c7dac4e97231a33cf03796f,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_45551,v2_astro_gz2_45551.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_45551.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_45551,99efcff55d2aa4eba262b24fcc614408a04ebe677a857064a5e6e3747e568aef,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_238116,v2_astro_gz2_238116.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_238116.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_238116,4016f3d8c8a209b267eda91071b9f67f508012b4682a126ee4bde0c5975a837e,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_258470,v2_astro_gz2_258470.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_258470.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_258470,7c64be438be6d423e57eaab93aefaa880bd6417dca78d4ce44ce67e993852b4e,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_261671,v2_astro_gz2_261671.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_261671.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_261671,0c283b384ff153d1195326b90e2b24f37c2fcc5b0517f83bda02a48edad1e440,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TEST
v2_astro_gz2_249941,v2_astro_gz2_249941.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_249941.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_249941,82d823c46c57b58bd221eb71621eda0496fa537b068d43d652a16a95fa16dbed,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_149605,v2_astro_gz2_149605.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_149605.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_149605,1246d4bf7955f002f7f39317700477dbfca976f9c81a68f115f76d6436ab2c24,Real SDSS galaxy observation cutout (morphology: SPIRAL),VAL
v2_astro_gz2_69702,v2_astro_gz2_69702.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_69702.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_69702,4c075055472425b1cb790bad22ddcaaeb19a92592b5af0ed07e105a33b5a2214,Real SDSS galaxy observation cutout (morphology: SPIRAL),VAL
v2_astro_gz2_75967,v2_astro_gz2_75967.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_75967.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_75967,ea0a8318f6f5e0f74866ae7798a701e691c759a26f18466767bcb9fb2c8afa6b,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_139330,v2_astro_gz2_139330.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_139330.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_139330,5a942f8cd414c578d5c11e0a12f2a1138af1b5896ca3b089462cc9dcab93f7ad,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_85698,v2_astro_gz2_85698.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_85698.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_85698,946b7c696ce2b28c1fcc5426b8145597ff48e8373be7eeb420ceef3b795eb11d,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_2581,v2_astro_gz2_2581.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_2581.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_2581,7d5929a94267326ef3116c138d6f76678aded9422a08886fb7e24a83c689085d,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_36497,v2_astro_gz2_36497.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_36497.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_36497,473212455693c93debc2e914b1d853191b10f38b6945dd9ad6ceadbf877fec30,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_233531,v2_astro_gz2_233531.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_233531.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_233531,8ffd986116f044a71d00d6b2225c5db45f2f0283c04141e69940b75d3934b094,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_189740,v2_astro_gz2_189740.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_189740.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_189740,b61ab9cca56ec75e534ebb55d1b9e7e5f688095b96552a4924a993a737b7e928,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_68269,v2_astro_gz2_68269.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_68269.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_68269,30a6f1d113be2bb24520d13b5ba29740f63b61da20cdc2c3adde90b69a38fea1,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_40225,v2_astro_gz2_40225.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_40225.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_40225,dc3be452dcf461847f0ae63d73d93be9eefb2697e5652b6cc232d1139f01cbf6,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_113597,v2_astro_gz2_113597.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_113597.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_113597,f310c6181e907c84343136d94031446a549afe5542bdd3eb9b2dcc795b212abf,Real SDSS galaxy observation cutout (morphology: SPIRAL),TEST
v2_astro_gz2_39354,v2_astro_gz2_39354.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_39354.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_39354,8b37fba2824c05175fc60787d9269f912408d40d0aa77366c9819f78e24ac041,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_186165,v2_astro_gz2_186165.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_186165.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_186165,016745579c14fcf7a4a79af437d2c125158d8657671f62bc06853e06a88b97e4,Real SDSS galaxy observation cutout (morphology: SPIRAL),VAL
v2_astro_gz2_125806,v2_astro_gz2_125806.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_125806.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_125806,d1a1babb8ce4dfee57a370a6a20bca941b6802074442aa4d2732422b3b1a7131,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_193828,v2_astro_gz2_193828.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_193828.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_193828,c86961ba0cbd2aa6162f05ffeedda0f4c478d864ce3a32faab4f90667aebc9be,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_4066,v2_astro_gz2_4066.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_4066.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_4066,2c6eee4987c6cecd49cba84082b59ce20bde36749664fa66faeb3115501274ec,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_82112,v2_astro_gz2_82112.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_82112.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_82112,02fe61c26e78c6bb397b64f9d86e85f30d4e31fc12cf665d2134efc8756303fd,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_74552,v2_astro_gz2_74552.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_74552.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_74552,537f80d1be49df8fdb8cfc619be357ca9d0bdb51d2b0d02277b46a643dcee08a,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_22354,v2_astro_gz2_22354.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_22354.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_22354,9138199b908727b2ab8830b7eea0ce915174d4497fc70ee30ca22d274806dc12,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_55656,v2_astro_gz2_55656.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_55656.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_55656,120ebaac23a79e338d4b8d4133e5638e1d7f1d0fd2d2289fcd2e01cd299a5bbb,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_11889,v2_astro_gz2_11889.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_11889.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_11889,76d46aa0568cc407a6e39bca7d254d404eb4a86a7a182290718b39b482405b7d,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_279373,v2_astro_gz2_279373.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_279373.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_279373,946ccd6f41b99c68a1e5209f457641d3b3c136c403dc28c3fd60e65b4efe90fc,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_72112,v2_astro_gz2_72112.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_72112.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_72112,138ce2088b3f2c1fcdc8e7d3641f2cf801983ffa0a79fb69521461635c35e16d,Real SDSS galaxy observation cutout (morphology: SMOOTH),VAL
v2_astro_gz2_47604,v2_astro_gz2_47604.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_47604.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_47604,24dbb8bcf62916c808c10a1129eb1ceba0e01fef42008e0a0a2297fe4106e94b,Real SDSS galaxy observation cutout (morphology: SPIRAL),TEST
v2_astro_gz2_112731,v2_astro_gz2_112731.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_112731.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_112731,85443c032e7bd42e5c93ae253b55f5a5e60815e97c17578834053f2da344927f,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_125767,v2_astro_gz2_125767.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_125767.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_125767,c47c590be9791f0151728957cd30c83f634f24ee44c89a6ef30eeaf1b237ea92,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_38553,v2_astro_gz2_38553.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_38553.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_38553,ecc16dabe1a7cf1b4eff845ff3d8e77312cc97658a3cf21e4eda26e0ed5755f0,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_45553,v2_astro_gz2_45553.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_45553.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_45553,5fdccaf29d63c2e188d96f48b47a0a4dacadfbd12b7b9808ceb7ee115f2cf1db,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),VAL
v2_astro_gz2_117118,v2_astro_gz2_117118.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_117118.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_117118,4718e9b7ae94011ecb2170035b7abfbaaf4ac6c56c8d9ffe0757d4df9a43b553,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_271883,v2_astro_gz2_271883.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_271883.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_271883,afdbd7e8e45d436cd6f636a809b7c796ea6511bd450b8ccb33abdd837348328a,Real SDSS galaxy observation cutout (morphology: OTHER),VAL
v2_astro_gz2_292190,v2_astro_gz2_292190.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_292190.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_292190,6323c4dc6fa3547f3646f898f7ba94ce2ada6ae09ed01389885121af87121cab,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_178751,v2_astro_gz2_178751.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_178751.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_178751,6b269bc8a4d707950e981fa99675e60726236973ee2f4f112e6c78f193f28821,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_164575,v2_astro_gz2_164575.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_164575.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_164575,2a8cd8a63c2adbe96a1de8e8e155ff0657b0776487e6f071f05ddc683765f1d0,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_96469,v2_astro_gz2_96469.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_96469.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_96469,7ae043fc822e5212a8723aeef3d0ef746850279a76bb15b8a8e2a92495dc53cc,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_82956,v2_astro_gz2_82956.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_82956.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_82956,78d6267d0a288d7e532ef15baaf7ad24e3b48fe03fc0cd38cc4c9113cc185576,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_65690,v2_astro_gz2_65690.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_65690.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_65690,befedc9d2362c0ed13518e8c1be8fc52a9a838a3a68dd0376fcb85d2358f63ad,Real SDSS galaxy observation cutout (morphology: OTHER),TEST
v2_astro_gz2_172880,v2_astro_gz2_172880.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_172880.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_172880,d382aa639e5b93777b91bcb02ab827b9f4378f77ee72507e07bd5fb83fd3bee9,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_61826,v2_astro_gz2_61826.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_61826.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_61826,05ccaa9b3023dd016444508bc361b838371492795518215e484d0f1ceabf9149,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_252290,v2_astro_gz2_252290.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_252290.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_252290,975f227d6b096a8e7b511014e71cd4cb515cc9c3283faa6b98a2929c67ed137e,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_8972,v2_astro_gz2_8972.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_8972.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_8972,0f8fce7577d8d92825d2d11e5830b4966dce9ebf9aa65ff11cc8932b828f443f,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_17584,v2_astro_gz2_17584.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_17584.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_17584,5f5644c183e7d4a4827cb074c75e1c46feac92277ed9ea1ddf51509953b42590,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_270554,v2_astro_gz2_270554.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_270554.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_270554,31edff07bc5d7a6e4cb803a845a8f7290a34a456a437bdac32389d2be89c0b68,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_171551,v2_astro_gz2_171551.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_171551.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_171551,4284a966627f58ce517764e5e66397876751ad738608ad1192ed0c0ac2cc467e,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_218174,v2_astro_gz2_218174.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_218174.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_218174,f380c211abba1232ce45043b20711b4b351466e78336abceefe1e86d83723530,Real SDSS galaxy observation cutout (morphology: SMOOTH),TEST
v2_astro_gz2_85124,v2_astro_gz2_85124.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_85124.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_85124,6dd133c4e47c33c9595e6e331dc70d60273a0c689e98ff71bcd86271ded4adf8,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_294452,v2_astro_gz2_294452.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_294452.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_294452,6ea2606697afd658111c84af04cdbf9282027ce7975ee07c7951562be54d8134,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_187835,v2_astro_gz2_187835.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_187835.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_187835,8d409f944ec47940de261dac89d219693a25dfcc98c918304ccc86401dbbf818,Real SDSS galaxy observation cutout (morphology: OTHER),TEST
v2_astro_gz2_206591,v2_astro_gz2_206591.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_206591.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_206591,fb1722676ff65f4b34e83002a0986bc948b5d749f81a26a6fe7b53c584188101,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_295047,v2_astro_gz2_295047.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_295047.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_295047,22808b17b3109c41bdd45b4953a97efeb8970134d7e412b50621f10376e8e6aa,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_213652,v2_astro_gz2_213652.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_213652.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_213652,d1927b04961ccbbb6163bfb923f74d572f7217dc1c239394891d0b7aed81f206,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_20760,v2_astro_gz2_20760.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_20760.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_20760,ae9ec81a89f0089c64e79a6c963bb609f7dd639b4a312b355dac83e733e72ed2,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_263159,v2_astro_gz2_263159.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_263159.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_263159,5a41ba89b4eb42b26a303ebdbe25e50645c760b34360cf7dcb67e7228ef56b0e,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_78186,v2_astro_gz2_78186.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_78186.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_78186,fbd432fd7001016a0654b110554b5a185e4d9f63ea9900c7f9208d44eacaa110,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_65018,v2_astro_gz2_65018.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_65018.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_65018,63346725eabecbd3deb20628aae87867366194ca96dc2187ef569bbec605edf7,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_138892,v2_astro_gz2_138892.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_138892.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_138892,c0a6d0e5f497b15425ba9ecd113583a35b1028ad5686d92378e042d29090b8e9,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_55500,v2_astro_gz2_55500.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_55500.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_55500,ba496a9df017f7ed97c6caf9bc33b4b2866e2286ebe924d935e871f5c96b6ee3,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_241168,v2_astro_gz2_241168.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_241168.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_241168,f10ff409f5faec3d70f5183348124c51ae8827ceef961c29367427b9f7b402da,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
v2_astro_gz2_264089,v2_astro_gz2_264089.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_264089.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_264089,433a3533b6d8259be399bf452f59a8d29ee17129c721beb9d2bcd039b8ddf770,Real SDSS galaxy observation cutout (morphology: OTHER),TRAIN
v2_astro_gz2_201757,v2_astro_gz2_201757.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_201757.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_201757,b67a69c2b530db586f0f74160bff9130c17cdd03e5058f4a63890ee85b5e1f99,Real SDSS galaxy observation cutout (morphology: SPIRAL),TRAIN
v2_astro_gz2_59061,v2_astro_gz2_59061.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_59061.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_59061,e0c9a444fda97e4c7c868479e280d70ae4f827c2b39c0ec96cb45bf5c956f2ce,Real SDSS galaxy observation cutout (morphology: DISK_FEATURE),TRAIN
v2_astro_gz2_153834,v2_astro_gz2_153834.jpg,ml/data/domain_gate_v2/astronomical/v2_astro_gz2_153834.jpg,galaxy_zoo_sdss,ASTRONOMICAL,False,SDSS Galaxy Zoo 2 Target Observation,gz2_153834,fb7c0016ca172ce665350f9985c0931e071a492f2bf7bda6ac5ac8115431f570,Real SDSS galaxy observation cutout (morphology: SMOOTH),TRAIN
