id,asset_id,dr7objid,ra,dec,gz2class,broad_morphology,object_type,confidence,anomaly_score,ood_score,priority,catalog_status,catalog_name,observation_time,image_url,split,is_demo,explanation,provenance,p_smooth,p_features,p_edgeon,p_spiral,p_bar,p_odd
LIB-000468,269177,588013383282393186,190.13123,52.43505,Sen,EDGE_ON,Galaxy,0.99,0.0518,0.0518,LOW,WEAK_MATCH,SDSS DR7 J588013+3832,2026-12-20T11:47:00Z,/library/images/269177.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2809,0.5284,1.0,0.0,0.0,0.0935
LIB-000469,269670,588017114520420524,223.85146,39.57443,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J588017+1145,2026-01-21T12:48:00Z,/library/images/269670.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1073,0.9636,1.0,0.0,0.0,0.039
LIB-000470,270267,588017626147193007,159.50458,41.7651,Ser(d),EDGE_ON,Galaxy,0.6006,0.5792,0.5792,MEDIUM,MATCHED,SDSS DR7 J588017+6261,2026-02-22T13:49:00Z,/library/images/270267.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.60 with 60.1% classification confidence. Original GZ2 taxonomy: 'Ser(d)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.76).",Galaxy Zoo 2 Survey / SDSS DR7,0.0196,0.9872,0.6006,1.0,0.5566,0.759
LIB-000471,270404,588017627759575148,164.339,44.12787,Ser,EDGE_ON,Galaxy,0.8346,0.1787,0.1787,LOW,MATCHED,SDSS DR7 J588017+6277,2026-03-23T14:50:00Z,/library/images/270404.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.83 with 83.5% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2446,0.8926,0.8346,1.0,0.2548,0.192
LIB-000472,270617,588017703456407709,154.57668,10.66562,Sen,EDGE_ON,Galaxy,0.5532,0.2655,0.2655,LOW,WEAK_MATCH,SDSS DR7 J588017+7034,2026-04-24T15:51:00Z,/library/images/270617.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.55 with 55.3% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4123,0.5329,0.5532,0.0,0.145,0.0843
LIB-000473,270803,588017704534605970,164.80019,12.59409,Ser,EDGE_ON,Galaxy,0.6813,0.206,0.206,LOW,MATCHED,SDSS DR7 J588017+7045,2026-05-25T16:52:00Z,/library/images/270803.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.68 with 68.1% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1571,0.9004,0.6813,0.6668,0.0,0.0934
LIB-000474,271324,588017729229619349,195.125,7.28774,Ser,EDGE_ON,Galaxy,0.8308,0.264,0.264,LOW,MATCHED,SDSS DR7 J588017+7292,2026-06-26T17:53:00Z,/library/images/271324.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.83 with 83.1% classification confidence. Original GZ2 taxonomy: 'Ser'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.36).",Galaxy Zoo 2 Survey / SDSS DR7,0.3083,0.6672,0.8308,1.0,0.0,0.3588
LIB-000475,271619,588017977288687713,202.98967,37.42716,Sen,EDGE_ON,Galaxy,0.5173,0.3632,0.3632,LOW,MATCHED,SDSS DR7 J588017+9772,2026-07-27T18:54:00Z,/library/images/271619.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.52 with 51.7% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3142,0.7736,0.5173,0.0,0.0,0.2438
LIB-000476,271704,588017977842532507,244.62498,22.16315,Ser,EDGE_ON,Galaxy,0.9084,0.1597,0.1597,LOW,MATCHED,SDSS DR7 J588017+9778,2026-08-28T19:55:00Z,/library/images/271704.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.91 with 90.8% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1619,0.818,0.9084,0.0,0.0,0.2278
LIB-000477,271710,588017978335756515,131.0428,25.81987,Sen,EDGE_ON,Galaxy,0.7528,0.1763,0.1763,LOW,WEAK_MATCH,SDSS DR7 J588017+9783,2026-09-01T20:56:00Z,/library/images/271710.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.75 with 75.3% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4939,0.4971,0.7528,0.0,0.0,0.1055
LIB-000478,271862,588017978904477902,217.65894,35.40163,Sen(o),EDGE_ON,Galaxy,0.99,0.2755,0.2755,LOW,MATCHED,SDSS DR7 J588017+9789,2026-10-02T21:57:00Z,/library/images/271862.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.54).",Galaxy Zoo 2 Survey / SDSS DR7,0.1482,0.7675,1.0,0.0,0.0,0.5411
LIB-000479,271959,588017979449868512,238.30968,27.17258,Sen(m),EDGE_ON,Galaxy,0.8204,0.4757,0.4757,MEDIUM,MATCHED,SDSS DR7 J588017+9794,2026-11-03T22:58:00Z,/library/images/271959.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.82 with 82.0% classification confidence. Original GZ2 taxonomy: 'Sen(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.77).",Galaxy Zoo 2 Survey / SDSS DR7,0.0,0.99,0.8204,1.0,0.3462,0.7717
LIB-000480,271964,588017979452096532,243.10129,24.52436,Sen,EDGE_ON,Galaxy,0.7109,0.346,0.346,LOW,MATCHED,SDSS DR7 J588017+9794,2026-12-04T23:59:00Z,/library/images/271964.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.71 with 71.1% classification confidence. Original GZ2 taxonomy: 'Sen'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.40).",Galaxy Zoo 2 Survey / SDSS DR7,0.2561,0.7457,0.7109,0.29,0.0,0.4028
LIB-000481,272408,588018056191148170,227.92845,43.9705,Sen,EDGE_ON,Galaxy,0.9071,0.0957,0.0957,LOW,MATCHED,SDSS DR7 J588018+0561,2026-01-05T00:00:00Z,/library/images/272408.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.91 with 90.7% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4548,0.6374,0.9071,1.0,0.0,0.0984
LIB-000482,272530,588018091085005183,249.07071,26.10851,Ser,EDGE_ON,Galaxy,0.9152,0.1738,0.1738,LOW,MATCHED,SDSS DR7 J588018+0910,2026-02-06T01:01:00Z,/library/images/272530.jpg,val,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.92 with 91.5% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2523,0.833,0.9152,0.0,1.0,0.2629
LIB-000483,272584,588018253758791882,241.52896,35.98143,Sen,EDGE_ON,Galaxy,0.7438,0.2283,0.2283,LOW,MATCHED,SDSS DR7 J588018+2537,2026-03-07T02:02:00Z,/library/images/272584.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.74 with 74.4% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2495,0.9004,0.7438,0.2685,0.2889,0.2004
LIB-000484,272920,588023720175272146,229.2413,17.59675,Seb,EDGE_ON,Galaxy,0.99,0.162,0.162,LOW,MATCHED,SDSS DR7 J588023+7201,2026-04-08T03:03:00Z,/library/images/272920.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Seb'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.31).",Galaxy Zoo 2 Survey / SDSS DR7,0.1165,0.8872,1.0,0.0,0.0,0.3141
LIB-000485,273348,588298663577911358,198.94618,47.02799,Ser,EDGE_ON,Galaxy,0.99,0.1201,0.1201,LOW,MATCHED,SDSS DR7 J588298+6635,2026-05-09T04:04:00Z,/library/images/273348.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0229,0.9858,1.0,0.0,0.0,0.2301
LIB-000486,273399,588848898827288872,153.44511,-0.91424,Ser(m),EDGE_ON,Galaxy,0.6537,0.4452,0.4452,MEDIUM,MATCHED,SDSS DR7 J588848+8988,2026-06-10T05:05:00Z,/library/images/273399.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.65 with 65.4% classification confidence. Original GZ2 taxonomy: 'Ser(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.54).",Galaxy Zoo 2 Survey / SDSS DR7,0.3909,0.6486,0.6537,0.7901,0.122,0.544
LIB-000487,273604,588848899927834877,214.69208,-0.06371,Ser,EDGE_ON,Galaxy,0.99,0.2199,0.2199,LOW,MATCHED,SDSS DR7 J588848+8999,2026-07-11T06:06:00Z,/library/images/273604.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.43).",Galaxy Zoo 2 Survey / SDSS DR7,0.1555,0.8661,1.0,0.0,0.0,0.4298
LIB-000488,273703,588848900980670579,166.95514,0.74438,Sen,EDGE_ON,Galaxy,0.9505,0.0663,0.0663,LOW,MATCHED,SDSS DR7 J588848+9009,2026-08-12T07:07:00Z,/library/images/273703.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.95 with 95.1% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1948,0.7235,0.9505,0.0,0.0,0.0832
LIB-000489,273881,587730845816127881,318.6374,-1.19433,Sen,EDGE_ON,Galaxy,0.8825,0.0587,0.0587,LOW,MATCHED,SDSS DR7 J587730+8458,2026-09-13T08:08:00Z,/library/images/273881.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.88 with 88.3% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.1802,0.8846,0.8825,0.329,0.0,0.0
LIB-000490,274259,587730846888690470,316.0664,-0.3188,Ser,EDGE_ON,Galaxy,0.9546,0.0721,0.0721,LOW,MATCHED,SDSS DR7 J587730+8468,2026-10-14T09:09:00Z,/library/images/274259.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.95 with 95.5% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.3377,0.7715,0.9546,0.0,0.0,0.0989
LIB-000491,275529,587731173841569106,310.7958,0.2628,Sen,EDGE_ON,Galaxy,0.7109,0.1967,0.1967,LOW,MATCHED,SDSS DR7 J587731+1738,2026-11-15T10:10:00Z,/library/images/275529.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.71 with 71.1% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2727,0.7165,0.7109,0.0,0.0,0.1042
LIB-000492,276261,587731185121755357,340.79453,-0.85328,Sen,EDGE_ON,Galaxy,0.9122,0.0704,0.0704,LOW,MATCHED,SDSS DR7 J587731+1851,2026-12-16T11:11:00Z,/library/images/276261.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.91 with 91.2% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2019,0.8604,0.9122,0.0,0.0,0.053
LIB-000493,282067,587731511540383872,37.93549,-0.94554,Ser,EDGE_ON,Galaxy,0.944,0.0608,0.0608,LOW,MATCHED,SDSS DR7 J587731+5115,2026-01-17T12:12:00Z,/library/images/282067.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.94 with 94.4% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.2464,0.787,0.944,0.0,1.0,0.0657
LIB-000494,284340,587731513150013643,35.62384,0.38267,Sen(o),EDGE_ON,Galaxy,0.6227,0.5433,0.5433,MEDIUM,MATCHED,SDSS DR7 J587731+5131,2026-02-18T13:13:00Z,/library/images/284340.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.62 with 62.3% classification confidence. Original GZ2 taxonomy: 'Sen(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.71).",Galaxy Zoo 2 Survey / SDSS DR7,0.2992,0.6718,0.6227,0.0805,0.327,0.7092
LIB-000495,285120,587731513691078744,45.21363,0.81609,Ser(m),EDGE_ON,Galaxy,0.5,0.6754,0.6754,HIGH,WEAK_MATCH,SDSS DR7 J587731+5136,2026-03-19T14:14:00Z,/library/images/285120.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.50 with 50.0% classification confidence. Original GZ2 taxonomy: 'Ser(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.85).",Galaxy Zoo 2 Survey / SDSS DR7,0.4404,0.5429,0.5,0.0,0.0,0.8508
LIB-000496,285513,587731514220347555,27.82941,1.22882,Ser,EDGE_ON,Galaxy,0.99,0.05,0.05,LOW,MATCHED,SDSS DR7 J587731+5142,2026-04-20T15:15:00Z,/library/images/285513.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0545,0.9552,1.0,0.0,0.0,0.0693
LIB-000497,287516,587734305950269672,330.50037,0.90992,Sen,EDGE_ON,Galaxy,0.8039,0.1097,0.1097,LOW,WEAK_MATCH,SDSS DR7 J587734+3059,2026-05-21T16:16:00Z,/library/images/287516.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.80 with 80.4% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.4426,0.5747,0.8039,0.0,0.578,0.0234
LIB-000498,291561,588015508756299936,54.3551,-0.24588,Ser,EDGE_ON,Galaxy,0.9706,0.05,0.05,LOW,MATCHED,SDSS DR7 J588015+5087,2026-06-22T17:17:00Z,/library/images/291561.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 0.97 with 97.1% classification confidence. Original GZ2 taxonomy: 'Ser'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0838,0.9309,0.9706,0.0,0.0,0.0498
LIB-000499,294252,588015510342729746,359.0838,0.86356,Sen,EDGE_ON,Galaxy,0.99,0.1464,0.1464,LOW,MATCHED,SDSS DR7 J588015+5103,2026-07-23T18:18:00Z,/library/images/294252.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Sen'.",Galaxy Zoo 2 Survey / SDSS DR7,0.0864,0.9429,1.0,0.0,0.0,0.2828
LIB-000500,294661,588015510351249482,18.53114,0.84721,Ser(m),EDGE_ON,Galaxy,0.99,0.317,0.317,LOW,MATCHED,SDSS DR7 J588015+5103,2026-08-24T19:19:00Z,/library/images/294661.jpg,train,False,"This observation is classified as an edge-on disk galaxy, viewed near parallel to its galactic plane. Edge-on inclination probability is 1.00 with 99.0% classification confidence. Original GZ2 taxonomy: 'Ser(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.62).",Galaxy Zoo 2 Survey / SDSS DR7,0.04,0.9661,1.0,0.0,0.0,0.6239
LIB-000501,2641,587724648727773318,197.40625,-2.93304,Sd,FEATURED_DISK,Galaxy,0.8895,0.1989,0.1989,LOW,MATCHED,SDSS DR7 J587724+6487,2026-09-25T20:20:00Z,/library/images/2641.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.89 with 89.0% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2917,0.8895,0.0703,0.2671,0.0,0.2874
LIB-000502,3266,587724650328948906,175.82657,-1.62937,Sd,FEATURED_DISK,Galaxy,0.6958,0.1687,0.1687,LOW,MATCHED,SDSS DR7 J587724+6503,2026-10-26T21:21:00Z,/library/images/3266.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.70 with 69.6% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3995,0.6958,0.264,0.0,0.0,0.0332
LIB-000503,3954,587725039025193064,196.13354,-3.58839,Sd(i),FEATURED_DISK,Galaxy,0.5,0.75,0.75,HIGH,WEAK_MATCH,SDSS DR7 J587725+0390,2026-11-27T22:22:00Z,/library/images/3954.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.48 with 50.0% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 1.00).,Galaxy Zoo 2 Survey / SDSS DR7,0.341,0.477,0.0,0.091,0.045,1.0
LIB-000504,4302,587725040091136085,178.17201,-2.77405,Sb,FEATURED_DISK,Galaxy,0.6846,0.2146,0.2146,LOW,MATCHED,SDSS DR7 J587725+0400,2026-12-28T23:23:00Z,/library/images/4302.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.68 with 68.5% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.3669,0.6846,0.0,0.4499,0.4078,0.1138
LIB-000505,7484,587725471211389063,144.10573,59.41465,Sb,FEATURED_DISK,Galaxy,0.5708,0.368,0.368,LOW,WEAK_MATCH,SDSS DR7 J587725+4712,2026-01-01T00:24:00Z,/library/images/7484.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.57 with 57.1% confidence. Original GZ2 taxonomy: 'Sb'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.31).,Galaxy Zoo 2 Survey / SDSS DR7,0.3337,0.5708,0.0064,0.3412,0.0,0.3069
LIB-000506,8038,587725491599311210,259.08844,58.41044,Sb(r),FEATURED_DISK,Galaxy,0.8405,0.3732,0.3732,LOW,MATCHED,SDSS DR7 J587725+4915,2026-02-02T01:25:00Z,/library/images/8038.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.84 with 84.1% confidence. Original GZ2 taxonomy: 'Sb(r)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.59).,Galaxy Zoo 2 Survey / SDSS DR7,0.3541,0.8405,0.0,0.3317,0.0,0.5869
LIB-000507,8125,587725492137164904,261.15637,56.47714,Sd(m),FEATURED_DISK,Galaxy,0.6581,0.6634,0.6634,HIGH,MATCHED,SDSS DR7 J587725+4921,2026-03-03T02:26:00Z,/library/images/8125.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.66 with 65.8% confidence. Original GZ2 taxonomy: 'Sd(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.98).,Galaxy Zoo 2 Survey / SDSS DR7,0.1893,0.6581,0.045,0.0,0.1404,0.9849
LIB-000508,8137,587725492138148263,262.32098,54.24309,Sa(o),FEATURED_DISK,Galaxy,0.5,0.6131,0.6131,MEDIUM,WEAK_MATCH,SDSS DR7 J587725+4921,2026-04-04T03:27:00Z,/library/images/8137.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.45 with 50.0% confidence. Original GZ2 taxonomy: 'Sa(o)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.73).,Galaxy Zoo 2 Survey / SDSS DR7,0.4527,0.4536,0.0067,0.0,0.0,0.7262
LIB-000509,8744,587725550143537323,210.7497,64.13161,Sa(m),FEATURED_DISK,Galaxy,0.5475,0.5723,0.5723,MEDIUM,WEAK_MATCH,SDSS DR7 J587725+5501,2026-05-05T04:28:00Z,/library/images/8744.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.55 with 54.8% confidence. Original GZ2 taxonomy: 'Sa(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.69).,Galaxy Zoo 2 Survey / SDSS DR7,0.387,0.5475,0.0,0.0,0.0,0.6921
LIB-000510,9933,587725552265199769,113.29185,38.3902,SBd,FEATURED_DISK,Galaxy,0.8371,0.2801,0.2801,LOW,MATCHED,SDSS DR7 J587725+5522,2026-06-06T05:29:00Z,/library/images/9933.jpg,test,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.84 with 83.7% confidence. Original GZ2 taxonomy: 'SBd'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.40).,Galaxy Zoo 2 Survey / SDSS DR7,0.2016,0.8371,0.0406,0.1114,0.7866,0.3973
LIB-000511,10091,587725552274309353,130.81546,55.65106,Sd,FEATURED_DISK,Galaxy,0.6134,0.2232,0.2232,LOW,MATCHED,SDSS DR7 J587725+5522,2026-07-07T06:30:00Z,/library/images/10091.jpg,val,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.61 with 61.3% confidence. Original GZ2 taxonomy: 'Sd'.,Galaxy Zoo 2 Survey / SDSS DR7,0.579,0.6134,0.0,0.0,0.0,0.0598
LIB-000512,10160,587725552279683229,149.41116,63.63077,Sd(i),FEATURED_DISK,Galaxy,0.7823,0.5128,0.5128,MEDIUM,MATCHED,SDSS DR7 J587725+5522,2026-08-08T07:31:00Z,/library/images/10160.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.78 with 78.2% confidence. Original GZ2 taxonomy: 'Sd(i)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.81).,Galaxy Zoo 2 Survey / SDSS DR7,0.1979,0.7823,0.1075,0.0,0.0,0.8079
LIB-000513,10225,587725552285122738,178.28897,67.80288,Sb,FEATURED_DISK,Galaxy,0.7266,0.3149,0.3149,LOW,MATCHED,SDSS DR7 J587725+5522,2026-09-09T08:32:00Z,/library/images/10225.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.73 with 72.7% confidence. Original GZ2 taxonomy: 'Sb'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.36).,Galaxy Zoo 2 Survey / SDSS DR7,0.4774,0.7266,0.0,0.0,0.1716,0.3565
LIB-000514,10576,587725552827039907,208.32213,66.73699,Sb,FEATURED_DISK,Galaxy,0.7297,0.2314,0.2314,LOW,MATCHED,SDSS DR7 J587725+5528,2026-10-10T09:33:00Z,/library/images/10576.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.73 with 73.0% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5052,0.7297,0.0,0.4669,0.4644,0.1925
LIB-000515,10915,587725576964538496,264.05914,54.71693,Sc,FEATURED_DISK,Galaxy,0.5431,0.2809,0.2809,LOW,WEAK_MATCH,SDSS DR7 J587725+5769,2026-11-11T10:34:00Z,/library/images/10915.jpg,val,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.54 with 54.3% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.5064,0.5431,0.1428,0.3469,0.0,0.1048
LIB-000516,11895,587725775604547973,115.53396,41.76792,Sc,FEATURED_DISK,Galaxy,0.6925,0.262,0.262,LOW,MATCHED,SDSS DR7 J587725+7756,2026-12-12T11:35:00Z,/library/images/11895.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.69 with 69.2% confidence. Original GZ2 taxonomy: 'Sc'.,Galaxy Zoo 2 Survey / SDSS DR7,0.6088,0.6925,0.333,0.0,0.0,0.2164
LIB-000517,13150,587725818034192536,233.05127,58.76911,Sb,FEATURED_DISK,Galaxy,0.8246,0.1759,0.1759,LOW,MATCHED,SDSS DR7 J587725+8180,2026-01-13T12:36:00Z,/library/images/13150.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.82 with 82.5% confidence. Original GZ2 taxonomy: 'Sb'.,Galaxy Zoo 2 Survey / SDSS DR7,0.2252,0.8246,0.0,0.4334,0.0,0.1763
LIB-000518,13490,587725818574799027,243.81296,52.6611,Sc(m),FEATURED_DISK,Galaxy,0.829,0.4436,0.4436,MEDIUM,MATCHED,SDSS DR7 J587725+8185,2026-02-14T13:37:00Z,/library/images/13490.jpg,train,False,This observation is classified as a featured disk galaxy displaying non-spiral disk structures or central bar prominence. Disk feature probability is 0.83 with 82.9% confidence. Original GZ2 taxonomy: 'Sc(m)'. Note: Galaxy Zoo oddity attribute is elevated (p_odd = 0.72).,Galaxy Zoo 2 Survey / SDSS DR7,0.1875,0.829,0.1842,0.2168,0.3559,0.7162
